Date,VTI,VXUS,BND,BNDX,VUG,VTV,QQQ,XLE,RM-Rf,SMB,HML,RMW,CMA,ETH,ETH_V,BTC,BTC_V
5/4/2017,0.073371403,0.254173387,-0.110841204,-0.20230607,0.144119651,0,0.036504082,-1.85412485,0.02,-0.12,-0.36,0.37,-0.72,19.60212789,366847008,3.143181431,933548992
5/5/2017,0.495829669,0.952290824,0.061613777,0.036835383,0.43914077,0.418672365,0.364159522,1.572234502,0.46,0.1,0.02,-0.26,0.65,-2.699403494,331928000,1.149654903,946035968
5/8/2017,-0.154170554,-0.523604822,-0.172494716,-0.147310969,0.055755479,-0.094034011,0.217905101,0.710601886,-0.04,-0.21,0.26,0.08,0.08,-3.205649148,231344000,10.25051957,1340320000
5/9/2017,-0.032489303,-0.058349383,-0.049293684,-0.055330476,0.135284123,-0.31412935,0.347630655,-0.829523388,-0.05,0.4,-0.8,0.32,-0.37,-0.282063214,363433984,1.840389848,1167920000
5/10/2017,0.2190956,0.33021264,-0.012373734,0.073738651,0.071539947,0.251379076,0.057801721,1.315134469,0.21,0.25,0.02,-0.34,0.39,-1.813122776,145602000,1.793702841,915723008
5/11/2017,-0.29223427,-0.213550106,0.073990513,-0.147509279,-0.095399637,-0.251379076,-0.079520356,-0.20572861,-0.26,-0.42,-0.16,-0.25,-0.02,0.395528831,132722000,3.380135406,799489984
5/12/2017,-0.195283098,0.523302572,0.29548774,0.294809423,0.071562827,-0.399346736,0.22393681,-0.338903595,-0.18,-0.38,-0.59,-0.26,-0.33,-1.371513132,145824992,-6.962597012,740984000
5/15/2017,0.536138113,0.693531593,-0.024616487,-0.147300144,0.467829625,0.577472855,0.316938186,0.779244725,0.53,0.25,0.21,-0.34,0.04,4.153126449,170999008,0.819607023,731529024
5/16/2017,-0.056725185,0.38320249,0.098332843,0,-0.039573597,-0.136188452,0.416262141,-0.499204575,-0.03,0.1,-0.09,-0.27,-0.12,-3.274255018,152284992,-0.229210611,959044992
5/17/2017,-1.816015572,-1.328338267,0.538970141,0.386170391,-1.788617693,-1.766197403,-2.575451125,-0.991050105,-1.97,-0.95,-0.6,0.59,0.29,0.471162909,183031008,5.858053357,1064729984
5/18/2017,0.296745868,-0.232822732,-0.085519965,0.073424753,0.570407514,0.159910076,0.870741929,-0.029764868,0.4,0,-0.4,-0.36,-0.59,7.548724161,196236992,2.659143526,894321024
5/19/2017,0.713481737,1.369734611,0.061117121,-0.091761972,0.575130164,0.785220701,0.42166004,1.226651794,0.7,-0.34,0.41,-0.1,0.8,29.01447364,626945024,5.112090188,1157289984
5/22/2017,0.529778599,0.134028252,-0.085572505,-0.073459692,0.650997807,0.421923203,0.838023359,-0.220564053,0.56,0.26,-0.3,0.01,-0.31,29.66648872,1188909952,8.930951383,1942220032
5/23/2017,0.17057602,0,-0.208105001,0,0.023733079,0.357205756,0.100670783,0.23523873,0.18,-0.02,0.64,-0.24,0.08,4.318870723,530708992,6.545545361,1378749952
5/24/2017,0.291680011,0.19119408,0.208105001,0.055104901,0.410528409,0.094356846,0.458929499,-0.530107441,0.24,-0.19,-0.46,0.13,-0.3,4.352328039,561014016,5.1740517,1725379968
5/25/2017,0.419883479,0.038164224,0,0.146792718,0.722277129,0.261588076,0.847727933,-1.832714991,0.42,-0.34,-0.74,0.57,-0.63,-8.5650942,943636992,-5.841669622,2406700032
5/26/2017,-0.016106778,-0.095485593,0.048925425,0.219775728,0.04690838,0.020895351,0.177175203,0.165298753,0.06,-0.02,0.1,0.19,0.14,-8.392583393,792457984,-4.551527055,1763480064
5/30/2017,-0.161301464,-0.210434561,0.146560008,0.018279549,-0.015636134,-0.188260298,0.084944979,-1.345169718,-0.19,-0.53,-0.35,0.65,-0.04,36.86642573,1586669952,-1.231200057,1443970048
5/31/2017,-0.032319673,-0.038298569,0.048850497,0.054893376,0.031282077,-0.13615651,-0.035393323,-0.426954881,-0.02,-0.04,-0.54,0.3,-0.09,-0.53698473,1271600000,4.973814356,1544829952
6/1/2017,0.924289525,0.74434453,0.026898238,-0.133679011,0.747661748,0.907775936,0.388538004,0.624579079,0.95,1.02,0.04,-0.23,0.05,-3.723043816,812924032,5.176378034,1653180032
6/2/2017,0.32745878,0.852040977,0.329486754,0.018314889,0.611101478,0.020788185,1.135669178,-1.160853759,0.35,0.44,-0.76,0.14,-0.47,0.688768559,469532000,3.29535875,1317030016
6/5/2017,-0.127674268,-0.396732904,-0.158532551,-0.018314889,-0.077128339,-0.020788185,-0.02092887,0.184199311,-0.17,-0.46,-0.03,-0.15,0.05,10.465693,435660000,7.665440703,1369309952
6/6/2017,-0.255823875,-0.208408616,0.182904408,0.201346167,-0.402164524,-0.197520857,-0.398206726,1.17389641,-0.28,0.1,-0.02,-0.49,0.38,6.241472401,741553024,6.358522509,2089609984
6/7/2017,0.112013596,0.037929491,-0.134090696,-0.054862295,0.263121398,0.135211076,0.39122514,-1.419558209,0.15,-0.11,-0.03,0.56,-0.67,-2.447791485,461648992,-4.684739042,1517709952
6/8/2017,0.175748882,-0.094857177,-0.073230192,0.091400931,-0.046368079,0.103882999,0.104522945,-0.29250748,0.18,1.19,0.94,-0.7,-0.05,1.383402891,385494016,2.653211718,1281170048
6/9/2017,-0.079851811,-0.45653785,-0.085497112,0.03656363,-1.111869626,0.796319425,-2.532305676,2.376701474,-0.12,0.31,2.41,-0.07,1.09,7.390518764,557985984,0.646246769,1348950016
6/12/2017,-0.015980783,-0.343784555,-0.024411773,0.073048865,-0.313236506,0.195533363,-0.537210761,0.705125809,-0.11,-0.17,0.33,0.08,0.57,35.42085899,2882650112,-5.990008642,2569530112
6/13/2017,0.494115624,0.819291134,0.024411773,-0.073048865,0.656673779,0.328413817,0.808304119,0.744711636,0.55,0.06,-0.12,-0.3,-0.07,-0.989462275,1717379968,2.134872745,1781200000
6/14/2017,-0.143212279,-0.132917105,0.365874712,0.182579614,-0.085756343,-0.112762304,-0.435542812,-1.826923912,-0.17,-0.54,-0.52,0.14,-0.53,-10.18179439,1272579968,-8.070016093,1696560000
6/15/2017,-0.223155298,-0.992947678,-0.109621514,-0.146013211,-0.265480305,-0.143715991,-0.444633801,-0.758503672,-0.3,-0.31,-0.11,0.07,-0.1,0.798911553,2463450112,-1.681409868,2026259968
6/16/2017,-0.063854056,0.707546306,0.109621514,-0.036566404,-0.093870635,0.143715991,-0.43481466,1.640832388,-0.03,-0.25,-0.15,-0.46,0.16,2.265715351,1096280064,2.166589382,1195190016
6/19/2017,0.811076228,0.437292221,-0.146231175,0.036566404,1.066527351,0.532046004,1.658261531,-0.635514534,0.86,0.11,-0.75,-0.12,-0.1,-0.046195848,685171968,2.781612842,1446840064
6/20/2017,-0.68340196,-0.972258775,0.146231175,0.200669208,-0.660391922,-0.644946007,-0.786226239,-1.283231573,-0.73,-0.44,-0.5,-0.19,-0.23,-3.031801564,1020390016,4.978630495,1854189952
6/21/2017,-0.116224369,-0.162795571,0.048647971,0.018221423,0.36568654,-0.401334208,0.985395784,-1.627569178,-0.07,-0.23,-1.68,-0.24,-1.15,-6.363326694,1420130048,-1.208316484,1626579968
6/22/2017,0.040078574,0.348504491,0.036527473,0.072922903,0.069892371,-0.082525054,-0.028439294,-0.062536439,0.02,0.46,-0.4,-0.21,-0.02,-0.148833953,925766976,0.604683787,1097939968
6/23/2017,0.248218519,0.25094977,0.02426459,-0.072922903,0.210648713,0.017650109,0.383072061,0.670141911,0.24,0.74,-0.49,-0.43,0.08,1.583260535,593206976,1.449481603,961318976
6/26/2017,0.071944162,0.288759448,0.109372222,0.054692635,-0.163192688,0.279800721,-0.468406249,-0.217671408,0.04,0.08,0.7,0.22,0.18,-22.5704427,2081810048,-10.21149105,1663280000
6/27/2017,-0.826488195,-0.230944275,-0.340596726,-0.438114231,-1.118473155,-0.539590634,-1.830533238,-0.155779264,-0.85,-0.2,1.33,0.38,0.34,7.213004776,1973869952,2.942031802,1489789952
6/28/2017,0.938307061,0.958789619,0,-0.054886346,1.048434671,0.777326015,1.431386009,0.544177657,1.02,0.8,0.22,-0.17,-0.1,11.23180792,2056550016,0.871432951,1183869952
6/29/2017,-0.8014284,-1.035888276,-0.207411068,-0.587512063,-1.253148877,-0.548691263,-1.750669445,0.216849573,-0.83,0.05,1.37,-0.22,0.34,-7.944444962,1508579968,-1.387163711,949979008
6/30/2017,0.136704543,0.21188168,-0.07328809,0.092022215,0.12602573,0.238484172,0.036325559,0.447705265,0.14,-0.09,-0.29,0.21,0.3,-2.665605995,1011800000,-2.329910745,860273024
7/3/2017,0.240773023,0.0769269,0.011034855,-0.186123916,-0.291676567,0.650335867,-1.05903559,1.907150121,0.24,0.44,1.2,-0.51,0.71,-4.160407517,851408000,3.299471475,964112000
7/5/2017,0.112147537,-0.0769269,0.061363196,0.0184314,0.346757129,-0.010294524,0.979076009,-2.045872835,0.12,-0.69,-0.58,0.13,-0.67,-5.121561458,790256000,1.468457031,941566016
7/6/2017,-0.989734046,-0.598286509,-0.233324653,-0.184593455,-0.908835134,-0.930446408,-0.905713598,-1.11680114,-0.95,-0.44,0.12,0.2,-0.09,0.658243915,623080000,0.252183452,761956992
7/7/2017,0.693035122,0.116083948,-0.024564545,-0.166446783,0.845880513,0.47663968,1.072818075,-0.156118571,0.7,0.41,-0.41,0.18,-0.49,-9.515833086,687251968,-3.507138843,917411968
7/10/2017,0.072251141,0.308873312,0.049175279,0.110985099,0.306554559,-0.062031189,0.651181712,0.327556215,0.05,-0.47,-0.07,-0.11,0.01,-13.29978447,937219008,-5.97574133,1111200000
7/11/2017,-0.024056297,0.346343491,0.098289055,-0.073986585,0.062756265,-0.227840881,0.280868221,0.543493962,0,0.29,-0.55,-0.32,0.18,-8.70446673,1440950016,-1.476351049,1329760000
7/12/2017,0.711845833,0.955872019,0.23292472,0.314041724,0.967859465,0.57888901,1.179630474,0.278396783,0.72,0.06,-0.52,0.12,-0.21,15.61864596,1241190016,2.577926852,1117410048
7/13/2017,0.159281081,0.379771012,-0.036718171,-0.055351226,0.147454645,0.18535245,0.220076519,0.400748829,0.17,-0.02,0.38,-0.04,0.18,-9.560358258,828489024,-1.721397303,835769984
7/14/2017,0.444626839,0.886904725,0.036718171,-0.03689476,0.603153949,0.338949106,0.784099675,0.598115708,0.42,-0.21,-0.51,0.16,-0.01,-4.920935082,749382016,-5.427308863,882502976
7/17/2017,0,-0.376451604,0.134664428,0.073814587,-0.038532044,-0.010250603,0.049236109,-0.122418652,0,0.22,0.11,0.18,0.07,-3.174130213,1669500032,-0.220997501,1201760000
7/18/2017,0.063340963,0.263654081,0.2321011,0.18430149,0.315710768,-0.153946175,0.665921225,-0.475697056,0.04,-0.37,-0.3,-0.1,-0.39,19.21060369,2709260032,3.979597285,1512450048
7/19/2017,0.576275108,0.525238178,0.012201153,0.091994092,0.636071321,0.430424406,0.585092745,1.450723788,0.59,0.47,0.03,-0.21,0.2,-16.01594088,2328790016,-1.979458567,1245100032
7/20/2017,0.062956734,0.373490637,0.060998445,0.018388667,-0.015255635,0.081775475,0.131913263,-0.303673633,-0.01,0.07,-0.04,0.14,-0.3,12.92854552,2224999936,21.45958192,2249260032
7/21/2017,-0.133824529,-0.429645566,0.109684726,0.220497859,0.061104085,-0.184074344,-0.041642127,-0.993361602,-0.08,-0.41,-0.24,0,-0.34,-4.022359759,1006129984,-5.464632081,1489449984
7/24/2017,0.007884128,0,-0.048703023,-0.091843405,0.175457017,-0.153679207,0.456926631,-0.184467944,-0.03,0.1,-0.18,-0.24,-0.39,2.892199222,431691008,3.212749072,866473984
7/25/2017,0.330272256,0.112269945,-0.378535288,-0.202229421,-0.114414904,0.470496951,-0.255913744,1.253829756,0.38,0.43,0.95,-0.19,0.65,-8.349824903,1095760000,-6.694254493,1460089984
7/26/2017,-0.07068533,0.540795155,0.244353988,0.110350275,0.25917811,-0.204305726,0.324983823,0.10630973,-0.06,-0.46,-0.74,-0.15,0.07,-1.342728882,717692032,-1.842225009,937404032
7/27/2017,-0.172974579,-0.27937972,-0.122134468,0,-0.373693015,0.163467451,-0.630128203,1.01186773,-0.14,-0.67,0.44,0.32,0.35,0.178797956,393283008,5.474305938,789104000
7/28/2017,-0.165408584,0,0.183108984,0.036806405,-0.160559842,-0.091905125,-0.083411709,-0.120287096,-0.17,-0.06,0.27,-0.22,0.26,-5.635027262,562571008,5.008718385,1380099968
7/31/2017,-0.055191103,0.186334968,-0.012176106,-0.018405566,-0.314241131,0.183744122,-0.424968589,0.225420904,-0.11,-0.27,0.45,-0.11,0.08,5.41601539,569414016,2.333884707,860574976
8/1/2017,0.204863116,0.630922729,0.405823753,0.400273259,0.214711934,0.244476882,0.230117172,-0.014994319,0.24,-0.13,0.15,0.26,-0.5,10.64444143,1585330048,-5.617898533,1324669952
8/2/2017,-0.094492683,-0.018508461,-0.061046182,-0.146680371,0.030627553,-0.010171339,0.271293926,-0.376048866,-0.08,-1.16,0.15,0.03,-0.37,-3.052254244,632606016,-0.279616537,1094950016
8/3/2017,-0.228746681,-0.166645171,0.207319961,0.256600079,-0.291412429,-0.040721903,-0.389763028,-1.411349233,-0.21,-0.33,-0.31,0.29,-0.33,2.420990344,557217024,3.411146249,804796992
8/4/2017,0.212980021,0.185153631,-0.158494436,0,0.076766317,0.244030782,0.181169667,0.320436142,0.25,0.34,0.38,-0.05,0.08,-1.01201628,539782976,3.19851829,1002120000
8/7/2017,0.196790867,0.110933243,0.036626255,-0.054933646,0.375310954,0.020300334,0.631462317,-0.764643922,0.16,-0.1,-0.57,0.24,-0.36,18.78812116,935726976,15.426958,1482279936
8/8/2017,-0.275624951,-0.370255666,-0.134279394,-0.091623863,-0.306274096,-0.182920957,-0.173086641,-0.230540825,-0.24,-0.07,0.25,-0.33,-0.18,9.757382403,1502409984,1.206095643,1752760064
8/9/2017,-0.110455393,-0.297172199,0.073227728,0.164877489,-0.030684182,-0.040688256,-0.13175234,0.092279358,-0.14,-0.79,-0.06,0.13,0.05,-0.250340543,2638579968,-2.291294385,1468960000
8/10/2017,-1.479270416,-1.61263734,0.146338209,0.128000887,-1.670821828,-1.156439496,-2.167343604,-1.066394664,-1.49,-0.31,0.26,0.3,0.1,-0.045617728,1076819968,1.154429865,1515110016
8/11/2017,0.184103131,0.018910781,0.085243697,0.146135251,0.428099785,-0.11328251,0.755861493,-0.654710535,0.2,0.17,-0.87,0.36,-0.08,4.290657977,953576000,7.664270362,2021190016
8/14/2017,1.018461023,0.753187219,-0.073069136,-0.146135251,1.104558217,0.872090048,1.279566696,-0.297589664,1.03,0.31,0.11,-0.04,-0.47,-2.879539015,864390976,16.95451225,2463089920
8/15/2017,-0.095039033,-0.206573478,-0.170695772,-0.036566197,0,-0.010222051,0.069451573,-0.377192893,-0.11,-0.86,-0.02,-0.17,-0.24,-3.485259014,1051800000,-3.366926613,3258050048
8/16/2017,0.182090018,0.730404316,0.146365526,-0.091434689,0.314457263,0.030644732,0.173422839,-0.965117029,0.18,-0.14,-0.44,0.33,-0.14,4.205761052,967643008,4.550609057,2272039936
8/17/2017,-1.602600501,-1.220330491,0.182601634,0.201083125,-1.628945894,-1.460912755,-2.065827968,-1.425047648,-1.59,-0.18,-0.16,-0.03,0.14,-0.268333705,909494016,-1.032124264,2553359872
8/18/2017,-0.168914663,0.339426858,-0.048661266,-0.018236854,-0.186979664,-0.217888913,-0.070800754,0.498655682,-0.15,0.11,0.24,-0.27,0,-1.965404361,936160000,-4.029362273,2941710080
8/21/2017,0.1448095,0.206877954,0.048661266,0.054793179,0.148053509,0.083076054,-0.127513894,-0.514780763,0.06,-0.27,-0.22,0.19,-0.14,8.43072157,2448969984,-3.893486571,2800890112
8/22/2017,0.999889659,0.39372935,-0.121714548,-0.036556325,1.14579201,0.867933016,1.5127924,0.659108457,1.07,-0.02,-0.24,-0.17,0.17,-2.139068235,1336400000,2.438453578,3764239872
8/23/2017,-0.302916525,0.168265347,0.291861006,0.091273228,-0.377899082,-0.257524662,-0.356767167,0.431696022,-0.32,0.12,0.42,-0.49,0.12,0.864781804,811990016,1.236073725,2369819904
8/24/2017,-0.159789962,0.018696625,-0.145798291,0,-0.247560205,-0.103211096,-0.294813142,0.063801145,-0.14,0.57,0.17,-0.48,0.21,2.516569592,697665024,4.317329329,2037750016
8/25/2017,0.239606053,0.633014135,0.121496424,0,0.061945513,0.319614265,-0.211080933,0.445430663,0.18,0.16,0.55,0.13,0.23,1.917554638,760329024,0.848126689,1727970048
8/28/2017,0.039877297,-0.055681633,0.048577549,0.054727192,0.201073014,-0.175139541,0.309437488,-0.445430663,0.08,0.3,-0.74,0.19,-0.12,4.65962906,854318976,0.252678435,1959330048
8/29/2017,0.039855391,-0.409395844,0.10923388,0.036509031,0.208356581,0.010306614,0.392472476,-0.127643022,0.1,0.09,-0.39,0,0.08,6.382883408,1220029952,4.382912422,2486080000
8/30/2017,0.524697541,-0.055943366,-0.01211845,-0.036509031,0.806238725,0.216247978,1.168237755,0.047881283,0.53,0.01,-0.31,0.09,-0.37,2.08723385,1333319936,-0.300081921,1937849984
8/31/2017,0.679556319,0.762021659,0.084841512,0.054725392,0.792217977,0.390138255,1.065835852,0.477546282,0.62,0.38,-0.43,-0.3,0.06,1.196822052,706254016,2.979936786,1944930048
9/1/2017,0.228122222,0.277327757,-0.165297866,-0.056583264,0.113737341,0.296716051,-0.136886883,0.964070791,0.27,0.43,0.4,-0.09,0.35,1.219296036,874222016,3.93196597,2599079936
9/5/2017,-0.772986719,-0.75990325,0.412713957,0.255254393,-0.539519242,-0.985619592,-0.901328907,0.548980778,-0.81,-0.04,-0.98,-0.07,0.48,-21.41727097,1551049984,-11.13470903,2697969920
9/6/2017,0.276759119,0.704509564,-0.169735758,-0.0546629,0.349877426,0.339909369,0.303639928,1.613688486,0.28,-0.05,0.12,-0.37,0.16,6.598762269,1058830016,4.917392208,2172100096
9/7/2017,-0.047404741,0.754555613,0.315011496,0.109265869,0.318405721,-0.319265,0.234026118,0.184532255,-0.07,0.02,-0.91,0.01,0.13,-1.479465172,718624000,0.060014485,1844620032
9/8/2017,-0.071105841,-0.091691408,-0.108932303,0,-0.257670098,0.020632029,-0.869935078,-1.065741448,-0.16,0.12,0.39,0.21,-0.12,-10.53207138,1098780032,-8.412374965,2700890112
9/11/2017,1.069428187,0.858828003,-0.303201528,-0.145703667,0.876408643,1.209637269,1.144506499,0.94275652,1.08,-0.06,0.64,-0.33,-0.09,-0.664943063,571307008,-1.608612016,1557330048
9/12/2017,0.382531408,0.054579833,-0.145855864,-0.218934212,0.232910637,0.467609046,0.239659459,0.613387425,0.44,0.34,0.73,0.08,0.17,-1.047123879,753144000,-0.734679302,1864530048
9/13/2017,0.04674809,-0.455668208,-0.121695964,-0.054808529,-0.067594988,0.192523004,0.136681071,1.245843834,0.11,0.29,0.36,-0.34,0.1,-5.049470468,921692032,-6.197104856,2219409920
9/14/2017,-0.031143663,0.218975625,0.060866494,-0.219551147,-0.187869151,0.111285972,-0.589066255,0.481996565,-0.12,-0.07,-0.07,-0.31,0.24,-25.88757172,1184589952,-20.75298469,2716310016
9/15/2017,0.186792881,0.254862231,0.012176158,0,-0.037646503,0.242386172,0.342887879,0.235705898,0.19,0.26,0.14,0.3,-0.03,15.77691782,1935699968,14.23295038,4148069888
9/18/2017,0.240764485,0.163521107,-0.073042653,-0.091610659,0.037646503,0.44283613,-0.131121576,0.424361295,0.24,0.4,0.2,-0.49,0.24,15.85522308,1127750016,11.1160794,1943209984
9/19/2017,0.046528898,0.344293416,-0.073148869,0.109954592,-0.037646503,0.180592809,0.171594273,0.407522953,0.15,-0.21,0.39,0.03,0.06,-3.711341973,646908992,-3.510422972,1563980032
9/20/2017,0.16269796,-0.16746678,-0.085302289,-0.109954592,-0.082827945,0.180273977,-0.309083848,0.675511609,0.16,0.27,0.48,-0.18,0.3,0.331135997,421404000,-0.48576815,1213830016
9/21/2017,-0.279085491,-0.182347765,-0.024433301,0,-0.392487065,-0.160234083,-0.614216149,0.02994203,-0.28,0.15,0.37,-0.05,-0.06,-9.286031511,601265984,-7.298189965,1411480064
9/22/2017,0.080281584,0.091219519,0.097561937,0.091610659,-0.022018659,0.07564838,-0.096944182,0.50721724,0.12,0.42,0.11,0.38,0.31,2.191757557,430080992,-0.009366571,1194829952
9/25/2017,-0.163724989,-0.640258189,0.219198054,0.16468638,-0.593601251,0.141059168,-1.058819829,1.433152223,-0.25,0.34,0.58,-0.21,0.61,10.0767497,483160992,7.821348921,1374210048
9/26/2017,0.023404507,-0.275678562,-0.04866767,-0.018278832,0.106789937,-0.070492394,0.258771724,-0.044025317,0.05,0.45,0.15,0.57,-0.18,-1.688300305,345800992,-0.862582935,1043740032
9/27/2017,0.544569176,-0.092057199,-0.304710739,-0.219673613,0.562662284,0.281723282,0.896992287,0.424686903,0.63,1.42,0.22,-0.28,-0.48,6.410297194,550243968,7.623090429,1686880000
9/28/2017,0.162811757,0.2391776,0.024431399,-0.036702651,0.128825141,0.110452809,-0.034632988,0.087631634,0.13,0.17,-0.05,-0.1,-0.15,-2.414828462,501894016,-0.619433705,1712320000
9/29/2017,0.324797311,0.568014073,0.01218702,0.091651683,0.521140505,0.180477917,0.717601646,-0.014578854,0.35,-0.14,-0.26,-0.11,-0.31,-2.603500423,541374976,-0.279694017,1367049984
10/2/2017,0.523626461,0,-0.039113028,-0.111875497,0.218208629,0.629132644,0.089336473,-0.029247862,0.5,0.88,0.13,-0.21,0.25,2.040338187,339443008,5.746770205,1431730048
10/3/2017,0.199506606,0.564811974,0.048909571,-0.018365142,0.16521414,0.228718261,0.212716757,-0.102277025,0.26,-0.03,-0.04,-0.02,-0.09,-1.699200062,321680000,-2.104854856,1288019968
10/4/2017,0.099601777,-0.072686268,0,0.018365142,0.232372799,0.119144297,0.095911995,-0.073148961,0.05,-0.33,-0.45,-0.09,0.04,0.066645021,257906000,-2.06212451,1116770048
10/5/2017,0.526964473,0.036356842,-0.073358405,0.09171461,0.649199382,0.465160909,0.974493683,0.452607942,0.55,-0.32,0.38,-0.31,-0.19,1.08918754,253747008,2.314965609,1161769984
10/6/2017,-0.068552657,-0.127316979,-0.110152872,-0.018346286,0,-0.158097338,0.135545191,-0.848445675,-0.08,-0.08,-0.25,0.15,-0.36,4.211056301,318664000,0.974805505,1069939968
10/9/2017,-0.198401065,-0.018189765,0.097937747,0.073352857,-0.081830122,-0.267400535,-0.115223728,0.20542397,-0.22,-0.28,0,0.1,-0.21,-3.695596887,559467008,8.782133941,1968739968
10/10/2017,0.236499122,0.869881476,0.04886511,-0.055006571,0.148769132,0.336587825,0.074569844,0.087942768,0.24,0.04,0.42,0.11,-0.1,0.829790359,359705984,0.208712726,1597139968
10/11/2017,0.137055965,0.450088026,0.048925297,-0.018346286,0.333939894,-0.019755222,0.297670371,0.234092063,0.16,-0.24,-0.19,-0.06,-0.1,1.18875742,264146000,0.926059257,1222279936
10/12/2017,-0.121836495,-0.089856892,0.085541396,0.146613652,-0.029650836,-0.227614113,-0.182543618,-0.366007492,-0.18,-0.11,-0.51,0.13,0.1,0.223831883,527556992,12.09310847,2791610112
10/13/2017,0.076159793,0.66302412,0.207369547,0.164699673,0.170314141,0.019791427,0.384981118,-0.058679412,0.04,-0.27,0.15,0.2,0.03,10.780808,1304359936,3.611310693,3615480064
10/16/2017,0.068494175,-0.107202941,-0.097544839,0.16444493,0.088728808,0.168268656,0.34321286,0.219875836,0.17,-0.28,0.36,0.02,-0.05,-1.598801595,692884992,1.378396267,2008070016
10/17/2017,0.045633199,-0.268563279,0.012252425,0.018261226,0.007417969,0.128482735,0.127553442,0.058570214,0.01,-0.35,-0.31,0.41,-0.18,-5.01345691,509924000,-2.119557283,1821570048
10/18/2017,0.129168198,0.2506703,-0.158718512,-0.073030752,-0.066557917,0.256446112,-0.120817321,-0.704951432,0.14,0.36,0.22,0.3,-0.14,-0.875202489,606113984,-0.264729713,2399269888
10/19/2017,0.022809892,-0.412165984,0.048866636,0.018263191,-0.162828707,0.245990492,-0.370196279,-0.30996692,0.02,-0.36,0.16,0.14,0.09,-2.002289513,349830016,2.085709548,1780540032
10/20/2017,0.537599842,-0.053865829,-0.244570966,-0.182790233,0.295887991,0.705061332,0.269366791,0.191995146,0.57,0,0.27,0.09,0,-1.333802112,396672992,5.170621727,2354429952
10/23/2017,-0.423787792,-0.269859786,0.085677865,0.073173092,-0.592642498,-0.234481576,-0.654405134,-0.517797241,-0.45,-0.36,0.18,0.25,-0.37,-5.773945115,482336000,-1.358787167,2401840128
10/24/2017,0.174282705,0.179978714,-0.171377563,-0.109745488,0.185537367,0.166155987,0.169074354,0.192649991,0.2,-0.11,0.49,-0.01,-0.12,3.888553603,684281024,-7.049808405,2735699968
10/25/2017,-0.523748943,-0.360287981,-0.085794966,0,-0.341708301,-0.567972772,-0.379145569,-0.698222448,-0.51,0.04,0.14,0.25,-0.49,-0.135182571,325040000,3.975888093,1966989952
10/26/2017,0.129300712,-0.144487917,-0.122708989,0.164557014,-0.05955138,0.24519444,-0.319273497,0.208481628,0.2,0.05,0.27,0.16,-0.17,-0.470343303,270272992,2.643173162,1905040000
10/27/2017,0.809973166,0.39684604,0.220746414,0.073071499,1.41220656,0.244635979,2.870734271,0.178346257,0.82,-0.07,-0.98,0.11,-1.24,0.301707774,257168992,-2.121131033,1710130048
10/30/2017,-0.438262702,0.053978486,0.232537937,0.218834529,-0.029406689,-0.617580886,0.224558305,0.518425293,-0.46,-0.78,-0.03,-0.57,-0.29,3.413565579,331441984,5.872180822,1772150016
10/31/2017,0.204249769,0.466701038,-0.061201681,-0.018203894,0.3079891,-0.049178284,0.37532202,0.324490257,0.23,0.77,-0.24,-0.21,0.13,-0.610144482,369583008,5.36475964,2311379968
11/1/2017,0.083101242,0.321829506,0.064997077,0.087508365,-0.007312914,0.294702129,-0.032830218,1.12747019,0.05,-0.8,0.08,-0.01,-0.05,-4.748428479,553864000,4.51749079,2870320128
11/2/2017,0.022673341,0.213973061,0.097874176,0.09103691,-0.249272777,0.225349239,-0.19085475,-0.291627088,0.06,0.01,0.5,-0.27,0.29,-1.472948308,904900992,4.495834538,4653770240
11/3/2017,0.263859983,-0.19611999,0.085641558,0.036407579,0.687568069,0.029354652,0.957129803,0.291627088,0.31,-0.54,-0.71,-0.16,-0.08,6.166438346,646339968,1.80961701,3369860096
11/6/2017,0.18803651,0.338532638,0.073314532,0.14548592,0.254829779,-0.088108321,0.338670913,2.260226479,0.06,0.15,0.19,-0.62,0.18,-2.255791053,579358976,-2.600192111,3111899904
11/7/2017,-0.173028757,-0.374241967,0.036672935,0.181547292,0.108984853,-0.107752683,0.058516129,-0.128201945,-0.2,-1.42,-0.4,0.46,-0.12,-1.426355209,540766016,1.716974743,2326340096
11/8/2017,0.165495413,0.374241967,-0.073318748,-0.072562605,0.362530407,0.009800696,0.402084619,-0.48577999,0.12,-0.03,-0.57,0.55,-0.08,4.774906576,967955968,4.318783321,4602200064
11/9/2017,-0.406639625,-0.606607984,-0.097796449,-0.327268988,-0.398822847,-0.343670402,-0.52561291,0.300324248,-0.41,0,0.23,0,0.05,3.751188535,893249984,-4.329978831,3226249984
11/10/2017,0.015078143,-0.268787907,-0.404507117,-0.182283316,0.029048742,-0.108270344,-0.006524418,-0.529762824,0.01,0.06,-0.42,0.21,0.1,-6.979035708,885985984,-7.639967777,5208249856
11/13/2017,0.052804536,-0.449610379,0.012266953,0.018241285,0.130683229,0.098454492,0.123536345,-0.575859059,0.09,-0.29,0.09,0.03,-0.79,5.671614336,1041889984,-0.89014927,6263249920
11/14/2017,-0.181152687,-0.108205056,0.122740233,0.12759992,-0.217854025,-0.236376245,-0.364578877,-1.63031368,-0.22,-0.06,0.02,0.93,-0.5,6.394813595,1069680000,1.155880662,3197110016
